,Unnamed: 0,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Transaction Date,Month,Month_num,Year,Location_Takeaway,Payment Method_Credit Card,Payment Method_Digital Wallet,Spent Per Item,Total_Item_Revenue_x,Total_Item_Revenue_y,Total_Item_Revenue
459,1526,TXN_9847116,Salad,3.0,5.0,15.0,2023-07-28,2023-07-01,7,2023,True,False,False,5.0,6360.0,6360.0,6360.0
460,1527,TXN_8356338,Salad,5.0,5.0,25.0,2023-08-06,2023-08-01,8,2023,False,True,False,5.0,6360.0,6360.0,6360.0
461,1528,TXN_4413506,Juice,4.0,3.0,12.0,2023-10-29,2023-10-01,10,2023,False,False,True,3.0,3735.0,3735.0,3735.0
462,1535,TXN_4737392,Sandwich,2.0,4.0,8.0,2023-02-17,2023-02-01,2,2023,False,False,False,4.0,4772.0,4772.0,4772.0
463,1536,TXN_9538738,Coffee,4.0,2.0,8.0,2023-09-25,2023-09-01,9,2023,False,False,False,2.0,2242.0,2242.0,2242.0
464,1537,TXN_1854102,Coffee,2.0,2.0,4.0,2023-07-18,2023-07-01,7,2023,True,False,True,2.0,2242.0,2242.0,2242.0
465,1541,TXN_8837375,Sandwich,2.0,4.0,8.0,2023-11-21,2023-11-01,11,2023,True,False,True,4.0,4772.0,4772.0,4772.0
466,1544,TXN_7950226,Tea,1.0,1.5,1.5,2023-10-13,2023-10-01,10,2023,False,False,True,1.5,1726.5,1726.5,1726.5
467,1545,TXN_9086541,Salad,3.0,5.0,15.0,2023-02-15,2023-02-01,2,2023,False,False,False,5.0,6360.0,6360.0,6360.0
468,1548,TXN_8017969,Juice,1.0,3.0,3.0,2023-03-26,2023-03-01,3,2023,True,False,False,3.0,3735.0,3735.0,3735.0
469,1549,TXN_6667388,Cake,3.0,3.0,9.0,2023-08-14,2023-08-01,8,2023,False,False,False,3.0,3519.0,3519.0,3519.0
470,1553,TXN_9425645,Cake,3.0,3.0,9.0,2023-03-19,2023-03-01,3,2023,True,True,False,3.0,3519.0,3519.0,3519.0
471,1556,TXN_6747376,Smoothie,3.0,4.0,12.0,2023-11-20,2023-11-01,11,2023,False,False,True,4.0,4088.0,4088.0,4088.0
472,1566,TXN_2062269,Juice,4.0,3.0,12.0,2023-09-08,2023-09-01,9,2023,True,False,True,3.0,3735.0,3735.0,3735.0
473,1572,TXN_8313892,Salad,3.0,5.0,15.0,2023-11-29,2023-11-01,11,2023,True,True,False,5.0,6360.0,6360.0,6360.0
474,1579,TXN_6712994,Coffee,3.0,2.0,6.0,2023-10-02,2023-10-01,10,2023,True,False,False,2.0,2242.0,2242.0,2242.0
475,1581,TXN_6257776,Juice,5.0,3.0,15.0,2023-10-28,2023-10-01,10,2023,False,False,False,3.0,3735.0,3735.0,3735.0
476,1588,TXN_6073195,Sandwich,3.0,4.0,12.0,2023-09-13,2023-09-01,9,2023,True,True,False,4.0,4772.0,4772.0,4772.0
477,1593,TXN_4291132,Cake,2.0,3.0,6.0,2023-08-07,2023-08-01,8,2023,True,True,False,3.0,3519.0,3519.0,3519.0
478,1594,TXN_1622123,Cookie,2.0,1.0,2.0,2023-01-05,2023-01-01,1,2023,True,False,False,1.0,1163.0,1163.0,1163.0
479,1595,TXN_2878078,Cake,2.0,3.0,6.0,2023-12-15,2023-12-01,12,2023,True,False,True,3.0,3519.0,3519.0,3519.0
480,1596,TXN_7134579,Cookie,5.0,1.0,5.0,2023-06-06,2023-06-01,6,2023,True,False,True,1.0,1163.0,1163.0,1163.0
481,1597,TXN_6921057,Sandwich,4.0,4.0,16.0,2023-07-10,2023-07-01,7,2023,True,False,True,4.0,4772.0,4772.0,4772.0
482,1598,TXN_2335088,Salad,4.0,5.0,20.0,2023-10-27,2023-10-01,10,2023,False,False,False,5.0,6360.0,6360.0,6360.0
483,1599,TXN_9778859,Cookie,3.0,1.0,3.0,2023-06-05,2023-06-01,6,2023,True,False,False,1.0,1163.0,1163.0,1163.0
484,1603,TXN_6386662,Salad,5.0,5.0,25.0,2023-12-04,2023-12-01,12,2023,True,True,False,5.0,6360.0,6360.0,6360.0
485,1604,TXN_5491825,Cake,4.0,3.0,12.0,2023-06-09,2023-06-01,6,2023,False,False,False,3.0,3519.0,3519.0,3519.0
486,1607,TXN_3326110,Coffee,2.0,2.0,4.0,2023-08-13,2023-08-01,8,2023,True,True,False,2.0,2242.0,2242.0,2242.0
487,1608,TXN_5455079,Salad,2.0,5.0,10.0,2023-11-30,2023-11-01,11,2023,False,False,False,5.0,6360.0,6360.0,6360.0
488,1609,TXN_5526475,Tea,4.0,1.5,6.0,2023-05-06,2023-05-01,5,2023,False,False,False,1.5,1726.5,1726.5,1726.5
489,1610,TXN_3800253,Cake,2.0,3.0,6.0,2023-01-15,2023-01-01,1,2023,True,False,False,3.0,3519.0,3519.0,3519.0
490,1616,TXN_4134478,Juice,2.0,3.0,6.0,2023-06-25,2023-06-01,6,2023,True,True,False,3.0,3735.0,3735.0,3735.0
491,1621,TXN_7296498,Salad,5.0,5.0,25.0,2023-05-19,2023-05-01,5,2023,True,True,False,5.0,6360.0,6360.0,6360.0
492,1623,TXN_2488987,Tea,5.0,1.5,7.5,2023-06-12,2023-06-01,6,2023,False,False,False,1.5,1726.5,1726.5,1726.5
493,1626,TXN_1865735,Smoothie,2.0,4.0,8.0,2023-09-22,2023-09-01,9,2023,False,False,True,4.0,4088.0,4088.0,4088.0
494,1632,TXN_5303275,Cookie,4.0,1.0,4.0,2023-09-18,2023-09-01,9,2023,True,False,False,1.0,1163.0,1163.0,1163.0
495,1636,TXN_9316158,Sandwich,5.0,4.0,20.0,2023-10-31,2023-10-01,10,2023,False,False,False,4.0,4772.0,4772.0,4772.0
496,1637,TXN_8207244,Tea,5.0,1.5,7.5,2023-05-04,2023-05-01,5,2023,True,False,False,1.5,1726.5,1726.5,1726.5
497,1639,TXN_2814866,Smoothie,1.0,4.0,4.0,2023-07-29,2023-07-01,7,2023,False,False,True,4.0,4088.0,4088.0,4088.0
498,1642,TXN_2560137,Cake,1.0,3.0,3.0,2023-10-13,2023-10-01,10,2023,True,False,False,3.0,3519.0,3519.0,3519.0
499,1643,TXN_7350571,Smoothie,1.0,4.0,4.0,2023-02-19,2023-02-01,2,2023,False,True,False,4.0,4088.0,4088.0,4088.0
500,1644,TXN_3915802,Coffee,3.0,2.0,6.0,2023-12-16,2023-12-01,12,2023,True,False,False,2.0,2242.0,2242.0,2242.0
501,1648,TXN_2493262,Cookie,2.0,1.0,2.0,2023-01-03,2023-01-01,1,2023,True,True,False,1.0,1163.0,1163.0,1163.0
502,1650,TXN_6038791,Juice,2.0,3.0,6.0,2023-03-06,2023-03-01,3,2023,False,False,True,3.0,3735.0,3735.0,3735.0
503,1651,TXN_1335337,Tea,3.0,1.5,4.5,2023-09-06,2023-09-01,9,2023,False,True,False,1.5,1726.5,1726.5,1726.5
504,1657,TXN_7730388,Cookie,5.0,1.0,5.0,2023-09-09,2023-09-01,9,2023,False,False,True,1.0,1163.0,1163.0,1163.0
505,1660,TXN_6363897,Salad,5.0,5.0,25.0,2023-11-26,2023-11-01,11,2023,True,True,False,5.0,6360.0,6360.0,6360.0
506,1661,TXN_1893222,Smoothie,5.0,4.0,20.0,2023-12-20,2023-12-01,12,2023,False,True,False,4.0,4088.0,4088.0,4088.0
507,1667,TXN_5624179,Cookie,1.0,1.0,1.0,2023-10-26,2023-10-01,10,2023,True,False,False,1.0,1163.0,1163.0,1163.0
508,1668,TXN_3450160,Cake,4.0,3.0,12.0,2023-10-23,2023-10-01,10,2023,False,True,False,3.0,3519.0,3519.0,3519.0
509,1669,TXN_4075432,Sandwich,5.0,4.0,20.0,2023-09-12,2023-09-01,9,2023,False,False,False,4.0,4772.0,4772.0,4772.0
510,1670,TXN_2023802,Cake,2.0,3.0,6.0,2023-02-28,2023-02-01,2,2023,False,False,False,3.0,3519.0,3519.0,3519.0
511,1676,TXN_8182245,Sandwich,5.0,4.0,20.0,2023-10-24,2023-10-01,10,2023,True,False,True,4.0,4772.0,4772.0,4772.0
512,1677,TXN_3970335,Juice,5.0,3.0,15.0,2023-09-01,2023-09-01,9,2023,True,False,True,3.0,3735.0,3735.0,3735.0
513,1679,TXN_7100596,Smoothie,5.0,4.0,20.0,2023-09-14,2023-09-01,9,2023,False,True,False,4.0,4088.0,4088.0,4088.0
514,1680,TXN_1481116,Tea,2.0,1.5,3.0,2023-02-26,2023-02-01,2,2023,False,False,True,1.5,1726.5,1726.5,1726.5
515,1681,TXN_9454212,Juice,5.0,3.0,15.0,2023-11-19,2023-11-01,11,2023,False,False,False,3.0,3735.0,3735.0,3735.0
516,1682,TXN_3648327,Cake,1.0,3.0,3.0,2023-08-17,2023-08-01,8,2023,True,False,True,3.0,3519.0,3519.0,3519.0
517,1683,TXN_6188394,Juice,5.0,3.0,15.0,2023-10-05,2023-10-01,10,2023,False,True,False,3.0,3735.0,3735.0,3735.0
518,1684,TXN_2553803,Juice,1.0,3.0,3.0,2023-12-29,2023-12-01,12,2023,False,False,False,3.0,3735.0,3735.0,3735.0
519,1686,TXN_8018479,Tea,1.0,1.5,1.5,2023-09-15,2023-09-01,9,2023,True,False,True,1.5,1726.5,1726.5,1726.5
520,1688,TXN_3046108,Tea,5.0,1.5,7.5,2023-01-15,2023-01-01,1,2023,True,False,True,1.5,1726.5,1726.5,1726.5
521,1690,TXN_4454198,Tea,1.0,1.5,1.5,2023-08-22,2023-08-01,8,2023,False,False,True,1.5,1726.5,1726.5,1726.5
522,1691,TXN_5855756,Sandwich,1.0,4.0,4.0,2023-08-29,2023-08-01,8,2023,False,True,False,4.0,4772.0,4772.0,4772.0
523,1693,TXN_6758675,Juice,1.0,3.0,3.0,2023-11-05,2023-11-01,11,2023,False,True,False,3.0,3735.0,3735.0,3735.0
524,1705,TXN_7681072,Cookie,1.0,1.0,1.0,2023-07-07,2023-07-01,7,2023,True,True,False,1.0,1163.0,1163.0,1163.0
525,1707,TXN_8789986,Cake,2.0,3.0,6.0,2023-09-21,2023-09-01,9,2023,True,False,False,3.0,3519.0,3519.0,3519.0
526,1708,TXN_8382825,Coffee,5.0,2.0,10.0,2023-01-20,2023-01-01,1,2023,False,False,False,2.0,2242.0,2242.0,2242.0
527,1709,TXN_4486700,Cake,2.0,3.0,6.0,2023-02-08,2023-02-01,2,2023,True,False,True,3.0,3519.0,3519.0,3519.0
528,1711,TXN_5085328,Coffee,4.0,2.0,8.0,2023-02-03,2023-02-01,2,2023,True,False,True,2.0,2242.0,2242.0,2242.0
529,1716,TXN_6191769,Salad,1.0,5.0,5.0,2023-05-17,2023-05-01,5,2023,True,True,False,5.0,6360.0,6360.0,6360.0
530,1717,TXN_6110386,Smoothie,1.0,4.0,4.0,2023-03-17,2023-03-01,3,2023,False,False,False,4.0,4088.0,4088.0,4088.0
531,1721,TXN_8257774,Cookie,5.0,1.0,5.0,2023-03-04,2023-03-01,3,2023,True,False,False,1.0,1163.0,1163.0,1163.0
532,1724,TXN_1225638,Cake,4.0,3.0,12.0,2023-05-28,2023-05-01,5,2023,True,False,False,3.0,3519.0,3519.0,3519.0
533,1726,TXN_5508620,Sandwich,2.0,4.0,8.0,2023-08-26,2023-08-01,8,2023,False,False,False,4.0,4772.0,4772.0,4772.0
534,1727,TXN_7864080,Tea,5.0,1.5,7.5,2023-11-12,2023-11-01,11,2023,True,True,False,1.5,1726.5,1726.5,1726.5
535,1731,TXN_2463115,Sandwich,5.0,4.0,20.0,2023-09-12,2023-09-01,9,2023,True,True,False,4.0,4772.0,4772.0,4772.0
536,1735,TXN_6762172,Coffee,5.0,2.0,10.0,2023-01-19,2023-01-01,1,2023,True,False,False,2.0,2242.0,2242.0,2242.0
537,1742,TXN_5591967,Sandwich,1.0,4.0,4.0,2023-04-08,2023-04-01,4,2023,True,True,False,4.0,4772.0,4772.0,4772.0
538,1743,TXN_5861158,Sandwich,3.0,4.0,12.0,2023-11-21,2023-11-01,11,2023,True,True,False,4.0,4772.0,4772.0,4772.0
539,1745,TXN_2848654,Smoothie,5.0,4.0,20.0,2023-03-15,2023-03-01,3,2023,False,False,True,4.0,4088.0,4088.0,4088.0
540,1747,TXN_3034652,Juice,5.0,3.0,15.0,2023-11-04,2023-11-01,11,2023,False,True,False,3.0,3735.0,3735.0,3735.0
541,1755,TXN_6607568,Coffee,2.0,2.0,4.0,2023-03-24,2023-03-01,3,2023,False,False,False,2.0,2242.0,2242.0,2242.0
542,1757,TXN_9837568,Salad,5.0,5.0,25.0,2023-04-17,2023-04-01,4,2023,False,False,False,5.0,6360.0,6360.0,6360.0
543,1759,TXN_9425610,Sandwich,3.0,4.0,12.0,2023-01-08,2023-01-01,1,2023,False,False,False,4.0,4772.0,4772.0,4772.0
544,1762,TXN_9749333,Cookie,5.0,1.0,5.0,2023-02-27,2023-02-01,2,2023,False,False,False,1.0,1163.0,1163.0,1163.0
545,1765,TXN_7376092,Cookie,4.0,1.0,4.0,2023-11-07,2023-11-01,11,2023,False,False,False,1.0,1163.0,1163.0,1163.0
546,1767,TXN_8278982,Smoothie,5.0,4.0,20.0,2023-09-06,2023-09-01,9,2023,True,True,False,4.0,4088.0,4088.0,4088.0
547,1768,TXN_7686476,Coffee,3.0,2.0,6.0,2023-01-03,2023-01-01,1,2023,True,False,True,2.0,2242.0,2242.0,2242.0
548,1771,TXN_3981000,Tea,1.0,1.5,1.5,2023-05-24,2023-05-01,5,2023,False,False,True,1.5,1726.5,1726.5,1726.5
549,1777,TXN_7367474,Juice,5.0,3.0,15.0,2023-01-01,2023-01-01,1,2023,True,False,True,3.0,3735.0,3735.0,3735.0
550,1784,TXN_1498343,Salad,2.0,5.0,10.0,2023-03-31,2023-03-01,3,2023,True,True,False,5.0,6360.0,6360.0,6360.0
551,1785,TXN_3107619,Cookie,2.0,1.0,2.0,2023-05-31,2023-05-01,5,2023,True,False,True,1.0,1163.0,1163.0,1163.0
552,1791,TXN_7411993,Cake,2.0,3.0,6.0,2023-02-11,2023-02-01,2,2023,False,False,True,3.0,3519.0,3519.0,3519.0
553,1794,TXN_4679593,Juice,1.0,3.0,3.0,2023-01-10,2023-01-01,1,2023,False,False,False,3.0,3735.0,3735.0,3735.0
554,1797,TXN_1630051,Smoothie,5.0,4.0,20.0,2023-03-17,2023-03-01,3,2023,True,False,True,4.0,4088.0,4088.0,4088.0
555,1798,TXN_2566258,Cookie,4.0,1.0,4.0,2023-06-08,2023-06-01,6,2023,True,False,False,1.0,1163.0,1163.0,1163.0
556,1800,TXN_4864206,Cookie,5.0,1.0,5.0,2023-03-18,2023-03-01,3,2023,False,False,False,1.0,1163.0,1163.0,1163.0
557,1805,TXN_5113993,Coffee,1.0,2.0,2.0,2023-02-10,2023-02-01,2,2023,True,True,False,2.0,2242.0,2242.0,2242.0
558,1806,TXN_2192787,Sandwich,5.0,4.0,20.0,2023-01-01,2023-01-01,1,2023,False,False,False,4.0,4772.0,4772.0,4772.0
559,1807,TXN_2127588,Cake,4.0,3.0,12.0,2023-07-17,2023-07-01,7,2023,False,False,False,3.0,3519.0,3519.0,3519.0
560,1810,TXN_5538713,Cookie,2.0,1.0,2.0,2023-09-20,2023-09-01,9,2023,True,False,True,1.0,1163.0,1163.0,1163.0
561,1812,TXN_2565449,Smoothie,3.0,4.0,12.0,2023-10-04,2023-10-01,10,2023,False,True,False,4.0,4088.0,4088.0,4088.0
562,1814,TXN_9224501,Salad,5.0,5.0,25.0,2023-12-08,2023-12-01,12,2023,False,True,False,5.0,6360.0,6360.0,6360.0
563,1815,TXN_5767393,Smoothie,3.0,4.0,12.0,2023-09-11,2023-09-01,9,2023,False,False,True,4.0,4088.0,4088.0,4088.0
564,1818,TXN_9287133,Cake,5.0,3.0,15.0,2023-04-20,2023-04-01,4,2023,False,False,True,3.0,3519.0,3519.0,3519.0
565,1823,TXN_7134064,Smoothie,5.0,4.0,20.0,2023-04-04,2023-04-01,4,2023,True,True,False,4.0,4088.0,4088.0,4088.0
566,1826,TXN_5486063,Smoothie,3.0,4.0,12.0,2023-05-21,2023-05-01,5,2023,False,False,False,4.0,4088.0,4088.0,4088.0
567,1827,TXN_2285849,Tea,2.0,1.5,3.0,2023-09-10,2023-09-01,9,2023,True,True,False,1.5,1726.5,1726.5,1726.5
568,1828,TXN_9577271,Sandwich,5.0,4.0,20.0,2023-09-30,2023-09-01,9,2023,False,False,False,4.0,4772.0,4772.0,4772.0
569,1831,TXN_2624121,Tea,5.0,1.5,7.5,2023-01-28,2023-01-01,1,2023,False,False,True,1.5,1726.5,1726.5,1726.5
570,1833,TXN_7868879,Sandwich,4.0,4.0,16.0,2023-05-02,2023-05-01,5,2023,True,False,False,4.0,4772.0,4772.0,4772.0
571,1837,TXN_6243519,Coffee,3.0,2.0,6.0,2023-03-03,2023-03-01,3,2023,True,False,False,2.0,2242.0,2242.0,2242.0
572,1838,TXN_8668901,Juice,2.0,3.0,6.0,2023-06-30,2023-06-01,6,2023,True,True,False,3.0,3735.0,3735.0,3735.0
573,1839,TXN_4903004,Tea,4.0,1.5,6.0,2023-12-03,2023-12-01,12,2023,False,False,True,1.5,1726.5,1726.5,1726.5
574,1840,TXN_2195218,Cake,4.0,3.0,12.0,2023-09-10,2023-09-01,9,2023,False,False,True,3.0,3519.0,3519.0,3519.0
575,1844,TXN_7362525,Cake,5.0,3.0,15.0,2023-06-09,2023-06-01,6,2023,True,False,False,3.0,3519.0,3519.0,3519.0
576,1846,TXN_8753888,Cookie,4.0,1.0,4.0,2023-12-25,2023-12-01,12,2023,True,True,False,1.0,1163.0,1163.0,1163.0
577,1849,TXN_8956534,Coffee,5.0,2.0,10.0,2023-06-05,2023-06-01,6,2023,True,False,False,2.0,2242.0,2242.0,2242.0
578,1850,TXN_7957208,Tea,1.0,1.5,1.5,2023-04-14,2023-04-01,4,2023,True,False,True,1.5,1726.5,1726.5,1726.5
579,1858,TXN_1749105,Sandwich,5.0,4.0,20.0,2023-10-17,2023-10-01,10,2023,False,False,False,4.0,4772.0,4772.0,4772.0
580,1860,TXN_1248266,Salad,3.0,5.0,15.0,2023-10-14,2023-10-01,10,2023,False,True,False,5.0,6360.0,6360.0,6360.0
581,1864,TXN_5331122,Salad,4.0,5.0,20.0,2023-09-26,2023-09-01,9,2023,False,True,False,5.0,6360.0,6360.0,6360.0
582,1865,TXN_1227800,Juice,3.0,3.0,9.0,2023-02-19,2023-02-01,2,2023,True,False,False,3.0,3735.0,3735.0,3735.0
583,1869,TXN_2699583,Sandwich,5.0,4.0,20.0,2023-07-26,2023-07-01,7,2023,False,False,True,4.0,4772.0,4772.0,4772.0
584,1872,TXN_2156218,Smoothie,2.0,4.0,8.0,2023-07-24,2023-07-01,7,2023,False,False,True,4.0,4088.0,4088.0,4088.0
585,1874,TXN_4894699,Cookie,2.0,1.0,2.0,2023-02-20,2023-02-01,2,2023,False,False,True,1.0,1163.0,1163.0,1163.0
586,1876,TXN_8631468,Cake,1.0,3.0,3.0,2023-10-10,2023-10-01,10,2023,False,True,False,3.0,3519.0,3519.0,3519.0
587,1880,TXN_2378096,Tea,3.0,1.5,4.5,2023-09-22,2023-09-01,9,2023,True,False,False,1.5,1726.5,1726.5,1726.5
588,1883,TXN_3620110,Coffee,1.0,2.0,2.0,2023-06-01,2023-06-01,6,2023,True,False,True,2.0,2242.0,2242.0,2242.0
589,1886,TXN_1005331,Coffee,1.0,2.0,2.0,2023-11-04,2023-11-01,11,2023,True,False,True,2.0,2242.0,2242.0,2242.0
590,1887,TXN_1579182,Juice,5.0,3.0,15.0,2023-02-20,2023-02-01,2,2023,False,False,False,3.0,3735.0,3735.0,3735.0
591,1897,TXN_9298053,Juice,5.0,3.0,15.0,2023-06-29,2023-06-01,6,2023,False,False,False,3.0,3735.0,3735.0,3735.0
592,1903,TXN_6236864,Tea,2.0,1.5,3.0,2023-08-17,2023-08-01,8,2023,False,False,True,1.5,1726.5,1726.5,1726.5
593,1906,TXN_7201361,Smoothie,3.0,4.0,12.0,2023-05-26,2023-05-01,5,2023,False,False,False,4.0,4088.0,4088.0,4088.0
594,1911,TXN_2229365,Sandwich,2.0,4.0,8.0,2023-09-07,2023-09-01,9,2023,False,False,False,4.0,4772.0,4772.0,4772.0
595,1912,TXN_5563675,Tea,3.0,1.5,4.5,2023-01-01,2023-01-01,1,2023,False,False,True,1.5,1726.5,1726.5,1726.5
596,1917,TXN_7907499,Juice,3.0,3.0,9.0,2023-04-18,2023-04-01,4,2023,True,False,True,3.0,3735.0,3735.0,3735.0
597,1918,TXN_8360073,Cake,4.0,3.0,12.0,2023-06-15,2023-06-01,6,2023,False,False,True,3.0,3519.0,3519.0,3519.0
598,1921,TXN_2690515,Sandwich,2.0,4.0,8.0,2023-09-06,2023-09-01,9,2023,True,False,False,4.0,4772.0,4772.0,4772.0
599,1922,TXN_2080682,Coffee,3.0,2.0,6.0,2023-05-02,2023-05-01,5,2023,False,True,False,2.0,2242.0,2242.0,2242.0
600,1924,TXN_5661891,Salad,1.0,5.0,5.0,2023-10-28,2023-10-01,10,2023,True,False,True,5.0,6360.0,6360.0,6360.0
601,1930,TXN_9834415,Cookie,2.0,1.0,2.0,2023-12-28,2023-12-01,12,2023,False,True,False,1.0,1163.0,1163.0,1163.0
602,1933,TXN_4002629,Cake,5.0,3.0,15.0,2023-06-15,2023-06-01,6,2023,False,True,False,3.0,3519.0,3519.0,3519.0
603,1946,TXN_4735392,Smoothie,3.0,4.0,12.0,2023-04-04,2023-04-01,4,2023,True,True,False,4.0,4088.0,4088.0,4088.0
604,1948,TXN_8410712,Juice,5.0,3.0,15.0,2023-10-23,2023-10-01,10,2023,True,False,True,3.0,3735.0,3735.0,3735.0
605,1950,TXN_6009395,Sandwich,4.0,4.0,16.0,2023-07-20,2023-07-01,7,2023,False,False,False,4.0,4772.0,4772.0,4772.0
606,1951,TXN_3733753,Sandwich,1.0,4.0,4.0,2023-03-10,2023-03-01,3,2023,True,False,True,4.0,4772.0,4772.0,4772.0
607,1952,TXN_4084548,Salad,2.0,5.0,10.0,2023-07-21,2023-07-01,7,2023,False,False,False,5.0,6360.0,6360.0,6360.0
608,1953,TXN_7125945,Cake,3.0,3.0,9.0,2023-01-30,2023-01-01,1,2023,False,True,False,3.0,3519.0,3519.0,3519.0
609,1960,TXN_5435751,Sandwich,1.0,4.0,4.0,2023-05-24,2023-05-01,5,2023,True,True,False,4.0,4772.0,4772.0,4772.0
610,1965,TXN_6885561,Smoothie,3.0,4.0,12.0,2023-06-24,2023-06-01,6,2023,True,False,True,4.0,4088.0,4088.0,4088.0
611,1967,TXN_6304285,Cake,5.0,3.0,15.0,2023-11-16,2023-11-01,11,2023,True,False,True,3.0,3519.0,3519.0,3519.0
612,1969,TXN_3653328,Cookie,4.0,1.0,4.0,2023-06-27,2023-06-01,6,2023,False,False,True,1.0,1163.0,1163.0,1163.0
613,1973,TXN_1270603,Juice,4.0,3.0,12.0,2023-12-03,2023-12-01,12,2023,True,True,False,3.0,3735.0,3735.0,3735.0
614,1982,TXN_7770253,Coffee,5.0,2.0,10.0,2023-01-06,2023-01-01,1,2023,True,False,True,2.0,2242.0,2242.0,2242.0
615,1987,TXN_9695128,Cake,1.0,3.0,3.0,2023-12-21,2023-12-01,12,2023,False,False,False,3.0,3519.0,3519.0,3519.0
616,1993,TXN_4371760,Smoothie,2.0,4.0,8.0,2023-01-12,2023-01-01,1,2023,False,False,False,4.0,4088.0,4088.0,4088.0
617,1997,TXN_3023841,Tea,3.0,1.5,4.5,2023-04-29,2023-04-01,4,2023,True,False,True,1.5,1726.5,1726.5,1726.5
618,1998,TXN_8793244,Cake,4.0,3.0,12.0,2023-05-08,2023-05-01,5,2023,True,True,False,3.0,3519.0,3519.0,3519.0
619,2003,TXN_5448602,Juice,3.0,3.0,9.0,2023-01-17,2023-01-01,1,2023,False,True,False,3.0,3735.0,3735.0,3735.0
620,2004,TXN_1346517,Coffee,1.0,2.0,2.0,2023-03-20,2023-03-01,3,2023,True,False,True,2.0,2242.0,2242.0,2242.0
621,2005,TXN_9277534,Smoothie,2.0,4.0,8.0,2023-04-25,2023-04-01,4,2023,False,True,False,4.0,4088.0,4088.0,4088.0
622,2010,TXN_6145837,Cake,5.0,3.0,15.0,2023-08-27,2023-08-01,8,2023,True,False,True,3.0,3519.0,3519.0,3519.0
623,2012,TXN_5067056,Sandwich,1.0,4.0,4.0,2023-08-13,2023-08-01,8,2023,False,False,False,4.0,4772.0,4772.0,4772.0
624,2018,TXN_8626161,Smoothie,3.0,4.0,12.0,2023-11-23,2023-11-01,11,2023,False,False,True,4.0,4088.0,4088.0,4088.0
625,2019,TXN_7099050,Salad,3.0,5.0,15.0,2023-01-18,2023-01-01,1,2023,True,True,False,5.0,6360.0,6360.0,6360.0
626,2022,TXN_9565465,Tea,3.0,1.5,4.5,2023-12-26,2023-12-01,12,2023,False,True,False,1.5,1726.5,1726.5,1726.5
627,2023,TXN_6301600,Juice,4.0,3.0,12.0,2023-02-28,2023-02-01,2,2023,False,False,True,3.0,3735.0,3735.0,3735.0
628,2025,TXN_4784128,Sandwich,3.0,4.0,12.0,2023-08-27,2023-08-01,8,2023,True,False,False,4.0,4772.0,4772.0,4772.0
629,2027,TXN_5560205,Coffee,3.0,2.0,6.0,2023-12-22,2023-12-01,12,2023,False,False,False,2.0,2242.0,2242.0,2242.0
630,2032,TXN_6119798,Salad,1.0,5.0,5.0,2023-09-19,2023-09-01,9,2023,False,True,False,5.0,6360.0,6360.0,6360.0
631,2033,TXN_9793353,Coffee,3.0,2.0,6.0,2023-08-21,2023-08-01,8,2023,True,True,False,2.0,2242.0,2242.0,2242.0
632,2038,TXN_2064360,Coffee,4.0,2.0,8.0,2023-08-30,2023-08-01,8,2023,False,False,True,2.0,2242.0,2242.0,2242.0
633,2041,TXN_2564219,Salad,1.0,5.0,5.0,2023-07-18,2023-07-01,7,2023,True,False,True,5.0,6360.0,6360.0,6360.0
634,2044,TXN_4488222,Tea,3.0,1.5,4.5,2023-03-13,2023-03-01,3,2023,True,False,True,1.5,1726.5,1726.5,1726.5
635,2046,TXN_9853577,Sandwich,2.0,4.0,8.0,2023-04-30,2023-04-01,4,2023,False,True,False,4.0,4772.0,4772.0,4772.0
636,2051,TXN_1672443,Coffee,1.0,2.0,2.0,2023-10-03,2023-10-01,10,2023,True,True,False,2.0,2242.0,2242.0,2242.0
637,2052,TXN_6277500,Coffee,4.0,2.0,8.0,2023-01-09,2023-01-01,1,2023,True,True,False,2.0,2242.0,2242.0,2242.0
638,2053,TXN_6671827,Salad,1.0,5.0,5.0,2023-08-09,2023-08-01,8,2023,True,True,False,5.0,6360.0,6360.0,6360.0
639,2057,TXN_5894676,Smoothie,5.0,4.0,20.0,2023-06-17,2023-06-01,6,2023,True,True,False,4.0,4088.0,4088.0,4088.0
640,2058,TXN_1411744,Smoothie,4.0,4.0,16.0,2023-09-17,2023-09-01,9,2023,True,True,False,4.0,4088.0,4088.0,4088.0
641,2064,TXN_4030197,Salad,3.0,5.0,15.0,2023-03-05,2023-03-01,3,2023,True,True,False,5.0,6360.0,6360.0,6360.0
642,2066,TXN_3912836,Salad,1.0,5.0,5.0,2023-11-23,2023-11-01,11,2023,False,True,False,5.0,6360.0,6360.0,6360.0
643,2067,TXN_3833729,Smoothie,4.0,4.0,16.0,2023-11-13,2023-11-01,11,2023,False,False,True,4.0,4088.0,4088.0,4088.0
644,2068,TXN_7054393,Coffee,2.0,2.0,4.0,2023-05-30,2023-05-01,5,2023,False,False,True,2.0,2242.0,2242.0,2242.0
645,2069,TXN_1395083,Juice,1.0,3.0,3.0,2023-07-08,2023-07-01,7,2023,False,False,False,3.0,3735.0,3735.0,3735.0
